GeneID	CTR02A	CTR02B	CTR02C	CTR02D	CTR02E	CTR02F	CTR19A	CTR19B	CTR19C	CTR19D	CTR19F	CTR19H	HD17A	HD17B	HD17C	HD17E	HD17F	HD18A	HD18B	HD18C	HD18D	HD18F	HD20A	HD20C	HD20D	HD20E	HD20F	HD20G
RPL17P39	7590	7812	8108	7705	6242	6005	1276	934	1203	1367	2278	5076	3309	3457	3437	4473	3440	3054	5820	3655	4183	3658	1033	1016	828	1080	3781	2944
LOC107984716	3	6	2	0	14	3	0	0	0	0	1	0	2	0	8	0	0	0	0	1	0	0	0	0	0	0	1	1
THSD4-AS2	0	0	0	0	0	1	0	0	6	1	0	2	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0
NR2E3	3	37	25	13	23	20	7	6	17	22	19	3	2	5	7	8	5	10	14	11	7	6	5	8	2	7	8	25
MYO9A	3751	3672	3687	5239	3057	2625	1265	619	836	1727	3483	2926	2686	2163	2869	3493	2576	4303	3404	3023	2736	2728	1402	725	838	1330	2975	3449
LOC107984713	2	2	1	1	0	0	2	3	0	3	14	6	0	1	0	3	8	0	16	4	1	3	1	2	1	4	1	16
LOC107984714	1	0	2	1	0	0	1	0	1	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0
EIF5A2P1	1	2	1	1	3	1	1	0	0	3	1	1	2	2	2	2	1	0	0	1	1	1	1	4	3	0	1	2
SENP8	777	511	607	753	568	535	142	87	98	134	348	474	317	351	330	470	351	379	414	379	337	447	109	71	70	108	305	288
RPL21P115	0	1	0	0	0	0	1	3	0	1	6	0	0	0	0	1	1	2	0	1	0	0	3	2	0	2	0	5
LOC107984715	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GRAMD2	22	8	6	7	20	11	21	15	18	24	65	16	27	9	38	22	15	10	19	6	23	15	28	25	16	31	29	61
PKM	84440	63676	52619	63687	64504	82386	7888	8785	12087	14421	22992	29494	56410	58647	34007	56960	35739	32503	22511	31617	42709	32903	12578	8756	6815	12543	41202	18568
PARP6	1851	2284	2622	2874	2220	1357	1890	2262	1666	2219	4518	1393	721	816	1298	4825	1355	2762	2088	2782	1034	1596	1742	1837	2203	2514	2302	8163
LOC105370887	0	1	1	1	0	1	1	0	0	0	2	0	0	0	0	2	0	0	3	2	0	0	0	0	0	1	1	3
CELF6	66	134	89	70	95	65	104	137	54	73	246	48	32	18	20	132	45	60	93	87	26	34	47	55	90	101	49	311
HEXA	5920	4334	3417	3990	4467	5985	877	575	898	1028	2016	2076	4022	2665	2206	1792	1601	1823	1578	1965	2892	2612	937	605	455	1075	1556	1465
HEXA-AS1	3	6	0	3	2	2	3	7	2	2	3	0	2	0	2	1	2	0	0	1	4	2	3	0	6	2	0	11
RPL12P35	11	13	9	13	9	6	7	0	9	5	14	19	14	22	31	20	13	6	23	15	15	17	4	4	2	5	6	13
TMEM202	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370888	6	9	14	3	7	14	5	0	1	1	7	1	4	2	2	2	1	1	1	0	6	4	0	0	1	2	4	0
PHBP20	1	1	1	2	5	6	1	1	2	4	10	11	24	19	30	16	18	10	10	17	21	19	3	0	1	0	15	7
LOC107983949	9	4	5	5	10	10	4	1	4	1	9	6	6	5	2	4	0	6	2	6	5	6	4	8	2	3	3	4
ARIH1	6948	6390	5714	6933	5605	4956	1424	922	930	1796	2908	4394	3350	3645	3626	5566	3929	4330	4640	4028	3892	3788	1469	1195	1040	1780	4318	4521
MIR630	35	36	44	57	15	25	4	6	1	6	11	30	10	10	15	37	10	20	15	24	12	16	10	3	4	6	16	16
LOC102723640	0	1	2	0	2	4	1	1	3	2	1	0	0	1	1	0	0	1	3	0	0	2	3	1	0	1	0	7
GOLGA6B	1	2	4	4	3	0	10	5	2	6	22	1	1	2	4	1	0	4	9	5	3	4	11	12	14	17	1	49
HIGD2B	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	4	1	1	0	1	0	1	0	1	0	0	0	1
BBS4	1810	2000	1421	1846	1981	1617	502	355	368	505	1141	974	928	1078	939	1149	1003	1203	1167	1047	1212	1483	464	330	363	632	1115	1302
ADPGK	2303	1983	1568	1831	2014	1898	520	621	633	830	1205	1094	1591	1257	1161	1558	1267	1481	1462	1325	1432	1381	735	614	612	871	1335	2557
ADPGK-AS1	3	12	2	7	8	2	6	1	0	3	12	2	6	4	5	4	6	14	3	8	7	9	3	4	3	6	5	12
LOC107984801	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NPM1P42	0	1	0	1	1	1	1	2	2	1	0	3	2	5	3	6	8	2	6	3	2	5	0	2	0	0	2	1
NEO1	13027	15584	11107	19279	14583	11489	2120	1240	1242	3056	4756	8101	8462	6966	7652	7615	7450	6622	5635	6686	8796	8953	3286	1165	1034	2990	7704	3463
FKBP1AP2	1	0	0	1	0	0	0	0	0	0	3	0	7	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0
HCN4	81	192	77	126	84	52	25	14	13	22	52	31	29	46	41	153	85	182	104	142	57	140	39	23	23	42	119	81
LOC105370890	1	0	0	0	1	1	0	0	0	0	1	0	2	1	0	1	0	1	0	3	2	0	0	1	0	3	1	2
LOC107984728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REC114	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	2
NPTN	5965	4124	3736	4599	4151	4746	1230	809	1019	1092	2781	1896	3961	2464	1914	2607	1878	2274	1971	2065	2504	2026	1091	697	432	1154	1826	2031
NPTN-IT1	51	77	82	81	78	34	143	49	67	132	469	13	54	14	24	44	23	48	69	66	29	46	124	84	69	113	16	241
LOC105370891	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
CD276	8627	11053	6610	8583	9813	11180	1484	1509	1685	2739	2363	4246	5602	6033	4245	5043	4343	4406	4005	4349	6686	5588	2705	1821	1308	2381	6168	3198
C15orf59	1144	1326	2077	2121	1263	954	336	271	180	538	1164	704	242	464	444	928	345	596	495	623	543	501	424	270	556	560	1240	1215
C15orf59-AS1	32	28	70	54	40	32	3	4	1	10	14	17	9	11	6	21	6	17	12	13	9	20	4	1	5	5	13	10
LOC105370892	0	0	1	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	1
LOC102723657	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TBC1D21	0	6	1	2	0	6	0	0	4	1	5	2	2	9	2	3	0	5	4	0	1	2	1	5	2	4	1	11
LOXL1-AS1	166	423	88	88	109	346	34	37	55	67	99	130	219	382	212	167	117	200	132	141	280	129	108	106	46	112	254	216
LOXL1	1400	3244	669	559	1286	4560	244	396	579	516	403	433	1681	2188	1135	733	815	978	469	529	1470	538	928	542	312	532	959	724
STOML1	1271	1032	1169	1167	1122	1037	233	167	189	261	441	405	526	463	348	544	314	404	327	434	428	450	234	147	143	202	450	368
PML	2291	2155	2010	2248	2054	1726	367	337	471	569	646	878	1081	1168	953	1266	882	1085	821	977	1362	983	583	434	292	518	1165	716
DNM1P33	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GOLGA6A	0	3	1	2	1	0	5	7	1	2	19	0	0	0	0	0	0	5	4	2	3	2	4	3	7	11	0	24
LOC732265	2	1	2	3	2	4	5	12	13	8	6	3	9	10	6	8	4	13	2	10	16	17	7	4	7	10	9	11
LOC107987224	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
LOC283731	34	10	8	8	7	6	0	11	1	41	8	55	6	3	11	241	125	8	48	78	24	3	9	31	14	3	210	29
ISLR2	403	604	1236	956	502	456	129	206	90	860	238	1124	93	147	492	5716	2141	1610	1834	3048	364	1427	245	368	283	164	2730	647
ISLR	3173	2049	506	777	705	6718	99	227	422	156	701	262	1525	232	179	295	631	287	1637	800	1475	36	347	89	16	74	168	12
STRA6	492	834	90	133	185	1465	3	42	145	48	115	35	182	16	30	53	44	71	223	172	551	9	77	27	15	10	28	56
CCDC33	14	19	8	8	14	19	6	0	1	1	7	4	4	4	1	0	4	5	6	7	7	4	1	2	5	0	3	2
LOC105370893	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
CYP11A1	2	3	1	1	1	3	3	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
LOC729739	1	0	2	1	1	1	0	0	0	1	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC105370894	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SEMA7A	1455	951	1781	1826	756	958	123	122	140	180	372	527	638	163	407	881	478	474	447	557	303	343	251	174	144	188	627	324
MIR6881	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBL7	3372	3231	3252	3680	3165	2414	402	263	337	573	757	1411	1208	1636	1234	2196	1615	1671	1162	1578	1941	1867	444	337	262	524	1916	788
UBL7-AS1	162	159	134	168	137	130	43	14	28	56	87	85	60	69	67	125	82	88	106	73	76	91	43	28	45	47	119	76
LOC101929333	5	4	14	2	10	5	12	12	14	10	34	3	1	6	3	5	7	9	10	7	7	3	7	10	17	25	2	35
LOC102723714	39	19	17	26	25	18	9	20	5	8	29	16	9	15	6	11	12	10	17	12	15	7	5	4	15	6	29	35
ARID3B	125	305	173	178	243	158	127	163	110	285	301	105	62	96	93	244	140	210	145	213	133	212	182	212	250	321	252	726
CLK3	2113	1381	2030	2223	1650	1347	613	640	507	722	1247	863	672	743	721	1640	874	1018	1200	1135	921	714	524	622	604	761	1162	2006
LOC102723750	5	8	2	5	3	5	3	2	2	6	44	4	1	5	4	9	12	4	7	10	3	4	3	0	5	8	2	8
EDC3	5313	4358	4592	5415	4313	3567	972	537	660	1078	1869	2203	1908	1922	1735	3096	2129	2443	1627	2134	2007	2154	902	622	594	990	2232	1873
CYP1A1	20	7	13	13	6	9	2	3	3	7	22	3	6	0	0	1	1	3	4	0	0	4	1	0	0	1	4	3
CYP1A2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSK	4122	3489	3703	4251	3614	3043	690	557	601	947	1184	1432	1338	1460	1252	2404	1552	1531	1334	1718	1687	1468	775	657	592	758	2478	1244
MIR4513	0	1	0	1	0	0	0	0	0	0	9	0	0	1	1	0	0	2	6	4	0	0	1	4	0	0	1	7
LMAN1L	2	0	0	0	1	1	0	4	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2
CPLX3	28	151	93	64	73	101	1	0	0	2	2	4	0	0	0	7	3	6	7	7	0	2	1	0	7	1	4	6
LOC105370897	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ULK3	1565	1330	1569	1665	1113	1020	906	970	706	778	2013	557	608	577	475	736	537	526	502	549	616	555	777	831	1011	1128	789	2906
MIR6882	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAMP2	3895	3523	2743	3798	3386	3605	508	482	525	809	1170	1373	2194	2091	1349	1469	1240	1163	1068	1138	2051	1383	665	520	384	727	1426	1058
MPI	2883	2370	2566	2650	1941	1962	412	332	359	528	1158	1466	997	1113	966	1556	927	976	1042	1144	1300	1035	334	289	282	371	1148	750
FAM219B	4070	4462	3670	4506	3801	2978	1946	1544	1357	2050	4372	2071	1474	1954	1691	2769	2200	2638	2075	2138	2290	2570	1707	1891	1751	2561	2513	6764
COX5A	5735	4453	4906	5116	4403	4082	842	665	742	997	1701	2741	2567	2587	1991	3414	2451	2501	3211	2671	3095	2556	655	617	443	769	2915	1723
RPP25	278	519	625	596	535	387	86	67	66	168	252	224	135	92	181	440	239	194	217	220	138	180	80	104	78	89	431	236
LOC107984731	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
SCAMP5	13134	8306	13978	15298	10572	8562	2303	1080	820	1619	6431	3461	3525	1670	1784	5297	2615	3257	2031	3163	1757	2588	1198	964	1280	1300	3400	4076
PPCDC	314	237	225	261	270	266	93	89	101	120	213	107	155	183	130	201	103	138	135	161	202	171	96	110	97	153	184	316
LOC107984771	1	0	1	0	1	0	2	0	2	4	12	0	1	0	0	0	1	3	8	1	1	0	0	4	5	1	1	18
LOC100128721	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
LOC107987225	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984772	2	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2
C15orf39	695	1040	528	709	815	1121	94	96	91	204	210	321	336	500	271	330	332	303	224	315	490	319	183	125	87	175	507	179
LOC105376731	3	10	3	1	4	10	0	0	1	1	5	6	0	3	3	3	1	4	3	0	2	4	4	8	0	6	6	9
GOLGA6C	1	2	0	2	4	2	5	2	0	3	8	0	1	0	0	0	0	3	3	0	1	0	0	4	3	2	0	14
GOLGA6D	0	1	0	1	1	0	5	5	1	7	18	0	0	1	0	2	1	0	6	4	2	2	3	6	6	12	0	27
DNM1P34	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANP32BP1	720	628	698	756	528	539	122	64	100	161	234	286	308	284	252	489	355	313	416	301	381	259	97	89	81	136	432	336
COMMD4	2416	1785	1391	1581	2057	2177	464	653	673	681	1188	797	1053	1386	795	1203	905	908	698	866	1357	1020	507	541	503	717	1023	1403
NEIL1	121	129	139	165	138	72	227	379	286	221	796	80	68	46	45	87	43	67	83	69	91	74	271	292	312	352	75	794
MIR631	0	0	0	1	5	1	10	14	8	5	33	0	0	0	0	1	0	0	2	0	0	2	10	13	19	19	0	41
MAN2C1	2563	2141	1870	2322	2010	1972	1413	1963	1513	1597	3802	701	1140	1057	806	734	699	589	578	588	860	878	1946	2078	2118	2221	864	5308
SIN3A	7154	7051	5914	7132	6735	5111	1514	912	1084	2485	2968	4426	3260	4129	4163	6742	5017	6277	5053	5115	4963	4653	1886	1343	1366	2240	6189	4394
PTPN9	5910	6123	4395	5465	5306	5719	760	539	705	1199	1519	2879	3141	3109	3167	3667	2944	3180	2224	2642	4260	3351	1199	716	609	1117	3719	1818
LOC105370902	2	5	1	3	5	3	4	5	3	5	11	5	6	1	7	4	4	4	13	7	6	5	5	3	8	2	8	24
LOC107984720	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	2	0	0	1	0	1	0	1	0	0
SNUPN	1110	1128	944	1162	936	864	213	175	195	280	518	557	597	655	540	774	531	717	658	632	790	610	302	241	139	324	726	561
IMP3	2830	1978	2094	2526	2344	2164	446	312	373	419	757	847	925	1172	739	1075	830	836	874	862	1132	951	310	264	222	292	1127	758
LOC107984799	123	122	70	122	110	96	14	11	13	22	43	37	57	77	46	32	49	41	20	28	78	48	30	18	15	26	71	46
SNX33	1877	1588	1071	1562	1739	1592	332	147	306	379	639	597	876	909	670	646	787	645	292	579	1093	834	488	330	152	459	836	396
CSPG4	5128	3636	3754	5559	3684	7355	531	319	643	279	1359	1494	6692	1426	1658	666	1387	474	85	118	669	218	937	280	84	289	345	143
ODF3L1	12	8	6	8	9	8	4	7	0	2	10	2	7	3	0	0	2	1	2	2	8	5	4	0	1	4	2	9
DNM1P35	9	16	9	12	14	11	9	7	2	0	23	7	1	2	0	0	3	2	9	3	8	1	0	1	1	0	2	2
LOC391532	0	0	0	0	0	3	0	1	3	1	4	7	7	9	4	3	9	2	4	3	8	9	0	2	0	2	8	1
LOC101929408	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0
MIR4313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC441728	0	0	0	1	0	1	11	27	14	17	74	1	2	1	0	1	2	0	1	2	1	2	13	22	20	20	1	79
UBE2Q2	4612	3677	3610	4445	4071	3874	1261	680	900	1181	2200	2831	2949	3519	2600	3371	2833	2918	2298	2229	3517	3273	929	648	631	1135	2728	3076
FBXO22	1680	1154	1185	1441	1012	1176	499	243	311	478	913	898	1006	1014	838	1005	746	845	1032	820	1315	941	412	336	302	465	849	1249
FBXO22-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NRG4	53	60	22	45	49	36	255	234	178	217	515	18	24	19	24	48	28	72	80	66	49	56	173	169	195	293	21	1015
TMEM266	25	78	18	49	27	17	5	1	0	2	28	7	3	2	11	10	7	1	9	10	7	10	2	0	2	1	5	2
LOC101929439	0	2	1	0	3	0	1	2	0	1	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6
ETFA	6199	5107	4692	5523	4620	4602	1019	617	892	1087	2327	2755	2790	3073	2199	2569	2468	2514	2617	2138	3202	2777	795	609	394	1049	2420	1852
TYRO3P	2	0	0	3	2	3	0	0	1	2	11	2	5	2	0	4	0	3	3	4	2	1	4	1	0	2	2	0
ISL2	15	35	13	5	11	23	7	2	20	1	4	5	6	3	1	2	2	4	1	2	9	2	3	1	0	0	3	1
SCAPER	1515	1696	1877	2318	1577	1118	572	276	258	613	1567	1194	727	788	886	1847	895	1750	1358	1397	957	1119	471	236	327	521	1199	1176
MIR3713	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RCN2	13004	13919	9682	10951	11990	11678	2973	1528	2370	3694	5073	9767	9218	10454	8767	13209	10311	11490	12119	10509	11794	11370	3262	2468	2119	3974	11334	9285
LOC105370904	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0
KRT8P23	2	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	2
PSTPIP1	10	41	7	5	6	17	0	2	4	4	16	1	2	2	3	1	1	1	1	4	4	3	5	0	1	9	5	2
TSPAN3	31389	32111	22614	32387	31930	28740	5951	3964	4778	6796	12321	17521	17237	21038	16665	17861	16227	14726	18430	15956	20495	20317	5947	4080	3333	9070	18144	13299
PEAK1	7639	6763	5983	7711	5282	6978	2397	1036	1261	1465	7005	3157	5255	2631	2484	2031	2189	2868	1975	1903	3037	2413	1852	1122	709	1853	2688	2828
LINC00597	0	0	0	0	2	0	0	0	2	1	3	4	2	0	1	0	3	5	0	3	1	0	0	1	0	1	0	0
HMG20A	7881	6236	7257	7399	6267	4923	1484	577	660	1312	2837	3588	2893	2731	2578	4363	3088	3919	2626	3012	2884	3204	940	606	512	981	2645	2050
LOC101929457	6	4	9	5	6	7	1	9	2	3	17	2	1	1	2	8	0	1	0	3	1	4	4	1	7	5	0	9
LOC105370906	19	19	14	20	17	13	6	0	3	2	33	2	15	2	4	8	12	0	3	3	0	2	1	0	2	0	0	0
LINGO1	6408	4568	7107	7573	4967	4612	808	212	142	214	2177	1230	1626	369	536	837	471	193	341	399	215	206	236	38	31	45	482	55
LINGO1-AS1	1	4	5	2	8	1	3	0	1	2	21	0	5	0	1	0	1	0	1	1	0	1	1	1	1	0	0	1
LINGO1-AS2	0	1	1	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
DNM1P9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC645752	0	0	0	0	1	0	0	0	5	1	11	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	7
LOC440292	112	82	71	75	122	74	31	52	43	48	68	43	77	119	56	81	69	63	43	54	94	82	30	45	14	47	104	87
ADAMTS7P3	31	74	27	31	59	46	37	74	53	90	43	52	53	31	50	72	71	62	50	84	90	103	111	95	70	74	82	137
LOC91450	4	5	5	4	2	1	1	0	2	1	10	2	1	1	1	2	3	2	3	1	2	1	3	6	3	3	5	2
TBC1D2B	1164	1197	721	992	927	1340	294	243	334	494	737	746	808	724	582	819	696	790	660	692	989	639	453	335	280	486	861	852
SH2D7	14	39	16	52	28	21	9	7	10	12	17	39	3	15	14	45	21	25	34	31	36	22	14	8	10	12	38	30
CIB2	718	935	680	871	778	727	123	110	173	229	238	670	321	494	384	836	533	427	575	512	915	593	146	146	101	161	753	260
IDH3A	2512	1921	2134	2525	1832	1829	624	470	499	665	1333	1312	1250	1518	998	1456	1017	1269	1182	1110	1561	1255	535	447	414	607	1194	1378
ACSBG1	327	780	181	640	450	407	32	39	54	56	142	148	237	411	169	169	148	59	63	155	164	267	70	49	33	67	123	93
LOC105370911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJA4	7	8	6	11	13	4	13	7	3	3	24	0	0	0	6	6	4	4	10	4	1	5	5	5	1	3	3	8
LOC105370910	56	52	66	83	52	45	20	6	12	11	67	21	25	21	18	22	17	30	22	24	21	30	6	13	5	10	19	35
WDR61	3391	2918	2359	2932	2871	2993	665	494	559	705	1452	1260	1591	1754	1299	1672	1487	1540	1392	1205	1726	1765	603	497	502	767	1674	1903
CRABP1	7911	29966	16137	12395	92213	13028	191	226	157	76	215	4708	1247	427	7451	381	3055	2159	1144	508	1622	5295	102	237	67	222	3717	240
LOC105370912	0	1	0	4	4	4	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
IREB2	10989	10621	9059	10804	10430	8109	2060	1069	1148	2495	4210	6515	5466	5643	5792	7970	6199	8411	5726	5718	5833	6498	2194	1305	1345	2329	6202	5808
HYKK	31	33	10	21	24	37	10	19	19	10	28	23	24	26	12	19	12	17	37	26	61	24	6	8	0	12	12	27
PSMA4	8931	8632	7022	8022	7736	7097	1531	1330	1439	2082	3053	5301	5222	6108	4724	7079	5303	6669	7110	5810	6938	6123	1606	1355	1188	1967	6068	4859
CHRNA5	363	649	263	435	617	371	28	57	47	170	46	356	268	585	516	589	605	804	849	851	977	873	175	109	82	184	770	362
CHRNA3	139	654	65	87	983	500	4	8	24	13	16	30	23	38	24	33	63	79	102	91	168	62	9	18	19	14	62	51
CHRNB4	35	145	10	19	342	64	0	3	2	3	4	13	6	2	0	5	1	1	30	12	19	5	1	0	2	0	2	1
RPL18P11	7	4	5	7	5	4	4	3	5	7	19	41	16	29	30	40	24	33	30	31	24	31	3	7	3	3	31	27
LOC105370913	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC646934	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC646938	1	1	0	1	2	0	1	1	1	1	1	0	0	4	1	2	1	2	1	1	1	0	2	1	1	1	0	4
ADAMTS7	839	1678	657	840	1402	1152	572	948	669	1258	813	599	744	419	566	793	762	876	721	948	1043	1245	1181	1235	959	969	1229	1526
TRK-CTT1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
RPL21P116	6	7	6	6	2	7	0	2	1	0	2	2	1	3	4	3	1	1	6	1	2	0	4	0	1	0	3	0
MORF4L1	13141	11187	9235	10745	10838	10728	2923	1742	2260	3033	5792	8275	9702	10411	7576	11455	8269	9291	10025	8568	10162	9103	2144	1873	1259	2755	7943	5691
CTSH	1759	1061	1104	1447	2117	1266	45	129	160	124	853	156	116	504	202	89	227	382	350	169	632	1034	434	584	287	896	929	884
LOC107984738	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGRF1	51	13	94	129	43	12	22	5	7	4	155	32	7	5	3	35	4	10	14	12	2	10	2	3	12	19	21	28
LOC100129540	0	1	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	4
LOC105370917	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD34C-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD34C	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
TMED3	3862	2945	2535	3054	2687	3753	474	375	592	463	967	1303	2082	1561	1067	1264	1188	1108	1225	1149	1589	1210	474	268	214	367	1085	546
KIAA1024	311	454	325	284	346	336	83	35	58	88	172	97	269	119	405	130	98	235	86	162	109	115	60	60	39	53	84	129
LOC105370918	5	11	9	1	9	2	3	3	0	1	5	0	5	0	6	7	7	3	3	3	3	6	0	0	4	6	0	0
LOC105370919	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
LOC390617	157	130	130	130	149	169	31	11	24	50	59	94	78	129	101	127	86	111	73	86	129	91	43	31	39	40	147	69
LOC390618	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0
TRC-GCA5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST20-MTHFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTHFS	42	22	12	32	30	29	4	1	5	4	6	1	17	26	6	4	5	0	1	1	13	3	8	1	1	3	4	0
ST20	76	59	58	44	30	41	56	103	64	56	144	48	61	65	49	82	53	70	72	44	71	72	29	23	22	40	41	106
ST20-AS1	133	130	108	106	112	127	22	22	29	37	52	54	92	77	49	84	51	69	73	48	74	85	25	20	9	21	65	32
FDPSP9	5	3	6	2	8	4	3	4	4	21	20	21	51	48	21	29	19	16	31	37	44	34	8	19	9	9	36	16
BCL2A1	1	1	1	0	2	8	0	0	1	1	0	0	3	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0
ZFAND6	6751	6177	4844	6020	5669	5478	1300	936	1141	1610	2610	4022	4312	5705	3668	4890	3866	3852	3776	3168	4437	4440	1312	1111	858	1682	3809	3357
FAH	364	253	109	139	161	302	84	114	124	132	271	215	301	263	166	130	134	74	134	107	280	252	80	71	48	98	138	161
LINC01314	2424	603	1070	1976	490	992	323	156	59	69	1735	338	1076	456	129	242	118	39	42	64	139	174	133	22	6	48	108	32
LINC00927	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2
LOC101929560	35	59	49	62	54	38	19	8	8	8	32	5	7	17	12	14	13	29	27	32	15	33	11	6	7	21	24	46
